Year,Month,Year.month,Anomaly_average
2016,6,2016.6,1.174733333
2016,7,2016.7,1.065709677
2016,8,2016.8,1.339612903
2016,9,2016.9,1.189733333
2016,10,2016.10,0.814516129
2016,11,2016.11,1.060233333
2016,12,2016.12,1.010677419
2017,1,2017.1,1.450935484
2017,2,2017.2,1.966392857
2017,3,2017.3,1.993741935
2017,4,2017.4,1.556133333
2017,5,2017.5,1.352290323
2017,6,2017.6,1.0727
2017,7,2017.7,1.12383871
2017,8,2017.8,0.9965806452
2017,9,2017.9,0.925
2017,10,2017.10,1.160677419
2017,11,2017.11,0.9298666667
2017,12,2017.12,1.167064516
2018,1,2018.1,1.229387097
2018,2,2018.2,1.098571429
2018,3,2018.3,1.476870968
2018,4,2018.4,1.446166667
2018,5,2018.5,1.627290323
2018,6,2018.6,1.048166667
2018,7,2018.7,1.264935484
2018,8,2018.8,0.9406774194
2018,9,2018.9,0.9056
2018,10,2018.10,1.101096774
2018,11,2018.11,0.3985666667
2018,12,2018.12,1.214096774
2019,1,2019.1,1.335322581
2019,2,2019.2,1.28925
2019,3,2019.3,1.932419355
2019,4,2019.4,1.867066667
2019,5,2019.5,1.092935484
2019,6,2019.6,1.292433333
2019,7,2019.7,1.177806452
2019,8,2019.8,1.087935484
2019,9,2019.9,1.235333333
2019,10,2019.10,1.195483871
2019,11,2019.11,0.9338666667
2019,12,2019.12,1.665258065
2020,1,2020.1,2.020806452
2020,2,2020.2,2.003103448
2020,3,2020.3,2.017548387
2020,4,2020.4,1.613866667
2020,5,2020.5,1.398322581
2020,6,2020.6,1.378566667
2020,7,2020.7,1.173645161
2020,8,2020.8,1.246387097
2020,9,2020.9,1.276833333
2020,10,2020.10,1.054741935
2020,11,2020.11,1.559733333
2020,12,2020.12,0.9426129032
2021,1,2021.1,1.217096774
2021,2,2021.2,0.5618571429
2021,3,2021.3,1.764032258
2021,4,2021.4,1.2405
2021,5,2021.5,1.117064516
2021,6,2021.6,1.5228
2021,7,2021.7,1.301483871
2021,8,2021.8,1.114258065
2021,9,2021.9,1.2055
2021,10,2021.10,1.358903226
2021,11,2021.11,1.0086
2021,12,2021.12,1.376032258
